id,image_url,street_number,street_name,street_type,apt_number,city,state,zipcode,price,bedrooms,lat,long,walkscore,built,listing_url,neighborhood
117,"http://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/37.798486,-122.435786/17?mapSize=150112,&key=AmdvKO2hNoyLePakiVzRBZiGPKCxV6MtwWneohoPfmXclTaRTzvT6_Ict5-PBHO6",153,Ashbury,St,,San Francisco,CA,94117,3195,1,37.7742,-122.448,,3000,http://www.zillow.com/homedetails/153-Ashbury-St-San-Francisco-CA-94117/2123604323_zpid/,North Panhandle
120,http://photos1.zillowstatic.com/p_f/ISlai79n8xkxex1000000000.jpg,2642,Gough,St,,San Francisco,CA,94123,3495,1,37.79781,-122.4269,,3000,http://www.zillow.com/homedetails/2642-Gough-St-San-Francisco-CA-94123/2104759486_zpid/,Cow Hollow
122,http://photos3.zillowstatic.com/p_f/IS9la35chb1amt1000000000.jpg,640,Davis,St,,San Francisco,CA,94111,9500,3,37.79842,-122.3979,,3000,http://www.zillow.com/homedetails/640-Davis-St-San-Francisco-CA-94111/2120124183_zpid/,Financial District
124,http://photos3.zillowstatic.com/p_f/IS9hrlni49jr6h0000000000.jpg,2001,Mcallister,St,APT 222,San Francisco,CA,94118,3750,1,37.776382,-122.445739,,2002,http://www.zillow.com/homedetails/2001-Mcallister-St-APT-222-San-Francisco-CA-94118/80735058_zpid/,North Panhandle
127,http://photos1.zillowstatic.com/p_f/IS9ppder61nuqu1000000000.jpg,149,Hartford,St,,San Francisco,CA,94114,7600,3,37.760168,-122.433502,,1900,http://www.zillow.com/homedetails/149-Hartford-St-San-Francisco-CA-94114/15144408_zpid/,Eureka Valley - Dolores Heights - Castro
129,http://photos2.zillowstatic.com/p_f/IS5e2p19c82x6h0000000000.jpg,320,Alabama,St,APT 9,San Francisco,CA,94110,6750,3,37.765164,-122.41275,,2003,http://www.zillow.com/homedetails/320-Alabama-St-APT-9-San-Francisco-CA-94110/64969461_zpid/,Mission
131,http://photos3.zillowstatic.com/p_f/IS9t87hljem9bg1000000000.jpg,460,2nd,St,,San Francisco,CA,94107,7350,2,37.78331,-122.394,,3000,http://www.zillow.com/homedetails/460-2nd-St-San-Francisco-CA-94107/2100511794_zpid/,South Beach
133,http://photos3.zillowstatic.com/p_f/IS9hjzsp1k75fr0000000000.jpg,370,Upper,Ter,,San Francisco,CA,94117,4250,2,37.76276,-122.4459,,1928,http://www.zillow.com/homedetails/370-Upper-Ter-San-Francisco-CA-94117/2107833487_zpid/,Parnassus - Ashbury
135,http://photos1.zillowstatic.com/p_f/ISpt7jnei7p3ra1000000000.jpg,3070,San Bruno,Ave,,San Francisco,CA,94134,2200,1,37.72303,-122.402,,3000,http://www.zillow.com/homedetails/3070-San-Bruno-Ave-San-Francisco-CA-94134/2100662477_zpid/,Portola
138,http://photos2.zillowstatic.com/p_f/ISd4opjt3ignag1000000000.jpg,140,S Van Ness,Ave,UNIT 743,San Francisco,CA,94103,3100,1,37.771585,-122.418825,,2002,http://www.zillow.com/homedetails/140-S-Van-Ness-Ave-UNIT-743-San-Francisco-CA-94103/64969415_zpid/,South of Market
140,"http://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/37.751159,-122.436302/17?mapSize=150112,&key=AmdvKO2hNoyLePakiVzRBZiGPKCxV6MtwWneohoPfmXclTaRTzvT6_Ict5-PBHO6",1800,23rd,Ave,APT 1,San Francisco,CA,94122,3200,2,37.75384,-122.4806,,3000,http://www.zillow.com/homedetails/1800-23rd-Ave-APT-1-San-Francisco-CA-94122/2100549888_zpid/,Central Sunset
143,http://photos3.zillowstatic.com/p_f/IShr80dtd7i7y80000000000.jpg,1310,Fillmore,St,APT 505,San Francisco,CA,94115,4200,1,37.781951,-122.431976,,2007,http://www.zillow.com/homedetails/1310-Fillmore-St-APT-505-San-Francisco-CA-94115/82785377_zpid/,Western Addition
125,http://photos2.zillowstatic.com/p_f/ISts5cl4xytyzl0000000000.jpg,1809,Broadway,Ave,APT 3,San Francisco,CA,94109,4000,2,37.79497,-122.4272,,1892,http://www.zillow.com/homedetails/1809-Broadway-APT-3-San-Francisco-CA-94109/2101307903_zpid/,Pacific Heights
151,http://photos1.zillowstatic.com/p_f/ISl2c51cq3o0tc0000000000.jpg,102,Santa Marina,St,,San Francisco,CA,94110,6995,3,37.739587,-122.421114,,3000,http://www.zillow.com/homedetails/102-Santa-Marina-St-San-Francisco-CA-94110/2140031340_zpid/,Bernal Heights
153,http://photos1.zillowstatic.com/p_f/ISxfig0vy76y850000000000.jpg,1207,32nd,Ave,,San Francisco,CA,94122,3695,3,37.76456,-122.491445,,1923,http://www.zillow.com/homedetails/1207-32nd-Ave-San-Francisco-CA-94122/15101464_zpid/,Central Sunset
155,http://photos2.zillowstatic.com/p_f/ISt8iwd7racmbc0000000000.jpg,20,Rivas,Ave,,San Francisco,CA,94132,3650,2,37.71725,-122.4816,,3000,http://www.zillow.com/homedetails/20-Rivas-Ave-San-Francisco-CA-94132/2100482327_zpid/,Stonestown
158,http://photos2.zillowstatic.com/p_f/IShf7vytly1dsl0000000000.jpg,956,Ashbury,St,,San Francisco,CA,94117,10800,5,37.76485,-122.445506,,1910,http://www.zillow.com/homedetails/956-Ashbury-St-San-Francisco-CA-94117/15127213_zpid/,Parnassus - Ashbury
163,http://photos1.zillowstatic.com/p_f/ISp9cpnn0fadej0000000000.jpg,160,Santa Marina,St,,San Francisco,CA,94110,4600,2,37.73935,-122.420247,,1929,http://www.zillow.com/homedetails/160-Santa-Marina-St-San-Francisco-CA-94110/15163442_zpid/,Bernal Heights
165,http://photos3.zillowstatic.com/p_f/IStg4v5sgxshvf0000000000.jpg,653,28th,St,,San Francisco,CA,94131,6000,3,37.74445,-122.436814,,1940,http://www.zillow.com/homedetails/653-28th-St-San-Francisco-CA-94131/15199488_zpid/,Diamond Heights
166,"http://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/37.772946,-122.423911/17?mapSize=150112,&key=AmdvKO2hNoyLePakiVzRBZiGPKCxV6MtwWneohoPfmXclTaRTzvT6_Ict5-PBHO6",28,Perego,Ter,# 3,San Francisco,CA,94131,4495,2,37.75007,-122.44477,,1964,http://www.zillow.com/homedetails/28-Perego-Ter-3-San-Francisco-CA-94131/15132221_zpid/,Twin Peaks
170,http://photos3.zillowstatic.com/p_f/ISlyo0fcydqlh91000000000.jpg,230,N Lake Merced,Hills,# Top Floor,San Francisco,CA,94132,3950,2,37.7132,-122.482,,1975,http://www.zillow.com/homedetails/230-N-Lake-Merced-Hills-Top-Floor-San-Francisco-CA-94132/2100990893_zpid/,Lakeshore
172,http://photos2.zillowstatic.com/p_f/ISh7tuy3oleisg1000000000.jpg,144,Clinton,Park,# B,San Francisco,CA,94103,2000,Studio,37.7694,-122.423,,3000,http://www.zillow.com/homedetails/144-Clinton-Park-B-San-Francisco-CA-94103/2100481156_zpid/,Mission
174,http://photos1.zillowstatic.com/p_f/ISlulzwxapg4o31000000000.jpg,5,Murray,St,,San Francisco,CA,94112,3185,2,37.73369,-122.4262,,3000,http://www.zillow.com/homedetails/5-Murray-St-San-Francisco-CA-94112/2100827614_zpid/,Bernal Heights
176,"http://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/37.768250,-122.453350/17?mapSize=150112,&key=AmdvKO2hNoyLePakiVzRBZiGPKCxV6MtwWneohoPfmXclTaRTzvT6_Ict5-PBHO6",1221,Harrison,St,APT 28,San Francisco,CA,94103,4295,1,37.773105,-122.408684,,2004,http://www.zillow.com/homedetails/1221-Harrison-St-APT-28-San-Francisco-CA-94103/64971640_zpid/,South of Market
179,http://photos1.zillowstatic.com/p_f/ISdcasqgwlaig30000000000.jpg,1423,7th,Ave,,San Francisco,CA,94122,4200,2,37.76185,-122.4641,,3000,http://www.zillow.com/homedetails/1423-7th-Ave-San-Francisco-CA-94122/2100891012_zpid/,Inner Sunset
181,"http://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/37.796390,-122.420700/17?mapSize=150112,&key=AmdvKO2hNoyLePakiVzRBZiGPKCxV6MtwWneohoPfmXclTaRTzvT6_Ict5-PBHO6",2299,Sacramento,St,APT 21,San Francisco,CA,94115,6000,3,37.790011,-122.43048,,1913,http://www.zillow.com/homedetails/2299-Sacramento-St-APT-21-San-Francisco-CA-94115/15074767_zpid/,Pacific Heights
183,"http://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/37.802880,-122.404510/17?mapSize=150112,&key=AmdvKO2hNoyLePakiVzRBZiGPKCxV6MtwWneohoPfmXclTaRTzvT6_Ict5-PBHO6",379,Raymond,Ave,,San Francisco,CA,94134,1795,1,37.714027,-122.410868,,1968,http://www.zillow.com/homedetails/379-Raymond-Ave-San-Francisco-CA-94134/15174157_zpid/,Visitacion Valley
187,http://photos1.zillowstatic.com/p_f/ISxbboughc4jgr0000000000.jpg,200,Brannan,St,APT 141,San Francisco,CA,94107,6999,2,37.7836,-122.390729,,2002,http://www.zillow.com/homedetails/200-Brannan-St-APT-141-San-Francisco-CA-94107/69817837_zpid/,South Beach
189,http://photos2.zillowstatic.com/p_f/IShfjc82gz5t161000000000.jpg,44,Crestline,Dr,APT 10,San Francisco,CA,94131,3450,2,37.75064,-122.4462,,3000,http://www.zillow.com/homedetails/44-Crestline-Dr-APT-10-San-Francisco-CA-94131/2100713327_zpid/,Twin Peaks
191,"http://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/37.727630,-122.471670/17?mapSize=150112,&key=AmdvKO2hNoyLePakiVzRBZiGPKCxV6MtwWneohoPfmXclTaRTzvT6_Ict5-PBHO6",2550-A,Sutter,St,,San Francisco,CA,94115,7250,4,37.785,-122.442,,3000,http://www.zillow.com/homedetails/2550-A-Sutter-St-San-Francisco-CA-94115/2109513440_zpid/,Lower Pacific Heights
194,"http://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/37.755451,-122.491610/17?mapSize=150112,&key=AmdvKO2hNoyLePakiVzRBZiGPKCxV6MtwWneohoPfmXclTaRTzvT6_Ict5-PBHO6",600,Laurel,St,APT 14,San Francisco,CA,94118,2700,Studio,37.78446,-122.4491,,3000,http://www.zillow.com/homedetails/600-Laurel-St-APT-14-San-Francisco-CA-94118/2100684652_zpid/,Jordan Park - Laurel Heights
198,"http://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/37.729391,-122.426026/17?mapSize=150112,&key=AmdvKO2hNoyLePakiVzRBZiGPKCxV6MtwWneohoPfmXclTaRTzvT6_Ict5-PBHO6",557,Fillmore,St,,San Francisco,CA,94117,5100,2,37.77456,-122.4312,,1910,http://www.zillow.com/homedetails/557-Fillmore-St-San-Francisco-CA-94117/2139507357_zpid/,Alamo Square
200,http://photos3.zillowstatic.com/p_f/ISxbnpntjazxc51000000000.jpg,199,New Montgomery,St,UNIT 1507,San Francisco,CA,94105,3995,1,37.786632,-122.399101,,2004,http://www.zillow.com/homedetails/199-New-Montgomery-St-UNIT-1507-San-Francisco-CA-94105/80751917_zpid/,Yerba Buena
204,http://photos3.zillowstatic.com/p_f/IS56wmddj6kitt1000000000.jpg,2800,Vallejo,St,,San Francisco,CA,94123,16500,6,37.794381,-122.443595,,1924,http://www.zillow.com/homedetails/2800-Vallejo-St-San-Francisco-CA-94123/15080729_zpid/,Pacific Heights
206,http://photos1.zillowstatic.com/p_f/ISl20sq5s9ecm50000000000.jpg,1907,Greenwich,St,APT 3,San Francisco,CA,94123,2100,Studio,37.79924,-122.4313,,3000,http://www.zillow.com/homedetails/1907-Greenwich-St-APT-3-San-Francisco-CA-94123/2100758352_zpid/,Cow Hollow
208,"http://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/37.763219,-122.423085/17?mapSize=150112,&key=AmdvKO2hNoyLePakiVzRBZiGPKCxV6MtwWneohoPfmXclTaRTzvT6_Ict5-PBHO6",68,Harriet,St,UNIT 11,San Francisco,CA,94103,4595,2,37.778339,-122.406794,,2003,http://www.zillow.com/homedetails/68-Harriet-St-UNIT-11-San-Francisco-CA-94103/67090318_zpid/,South of Market
211,http://photos3.zillowstatic.com/p_f/ISlai3yz755dlj1000000000.jpg,2733,Folsom,St,,San Francisco,CA,94110,9500,3,37.7536,-122.414,,3000,http://www.zillow.com/homedetails/2733-Folsom-St-San-Francisco-CA-94110/2106263964_zpid/,Mission
213,http://photos2.zillowstatic.com/p_f/ISh3i7arx0quo40000000000.jpg,2924,Griffith,St,,San Francisco,CA,94124,3995,3,37.71674,-122.389825,,1914,http://www.zillow.com/homedetails/2924-Griffith-St-San-Francisco-CA-94124/15154893_zpid/,Bayview
215,http://photos2.zillowstatic.com/p_f/IShnpu04tret961000000000.jpg,4150,17th,St,APT 27,San Francisco,CA,94114,5500,2,37.762735,-122.43856,,1994,http://www.zillow.com/homedetails/4150-17th-St-APT-27-San-Francisco-CA-94114/15127592_zpid/,Corona Heights
217,http://photos2.zillowstatic.com/p_f/ISp5hi68bjns9v0000000000.jpg,301,Main,St,UNIT 7D,San Francisco,CA,94105,5495,2,37.78933,-122.3917,,2008,http://www.zillow.com/homedetails/301-Main-St-UNIT-7D-San-Francisco-CA-94105/2100734608_zpid/,South Beach
220,"http://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/37.801110,-122.442800/17?mapSize=150112,&key=AmdvKO2hNoyLePakiVzRBZiGPKCxV6MtwWneohoPfmXclTaRTzvT6_Ict5-PBHO6",1,Hawthorne,St,UNIT 17F,San Francisco,CA,94105,7500,2,37.785824,-122.399216,,2010,http://www.zillow.com/homedetails/1-Hawthorne-St-UNIT-17F-San-Francisco-CA-94105/122245413_zpid/,Yerba Buena
222,"http://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/37.725070,-122.402500/17?mapSize=150112,&key=AmdvKO2hNoyLePakiVzRBZiGPKCxV6MtwWneohoPfmXclTaRTzvT6_Ict5-PBHO6",757,Natoma,St,,San Francisco,CA,94103,3400,2,37.7759,-122.413,,1908,http://www.zillow.com/homedetails/757-Natoma-St-San-Francisco-CA-94103/2109172775_zpid/,South of Market
226,"http://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/37.797890,-122.444150/17?mapSize=150112,&key=AmdvKO2hNoyLePakiVzRBZiGPKCxV6MtwWneohoPfmXclTaRTzvT6_Ict5-PBHO6",1350,California,St,,San Francisco,CA,94109,4250,2,37.79139,-122.4167,,1984,http://www.zillow.com/homedetails/1350-California-St-San-Francisco-CA-94109/2106887706_zpid/,Nob Hill
228,http://photos1.zillowstatic.com/p_f/IS1n6z5bwfu5dk0000000000.jpg,16,Hoffman,Ave,,San Francisco,CA,94114,5000,2,37.75354,-122.4411,,3000,http://www.zillow.com/homedetails/16-Hoffman-Ave-San-Francisco-CA-94114/2101638258_zpid/,Noe Valley
231,"http://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/37.795113,-122.428357/17?mapSize=150112,&key=AmdvKO2hNoyLePakiVzRBZiGPKCxV6MtwWneohoPfmXclTaRTzvT6_Ict5-PBHO6",95,Ora,Way,UNIT F103,San Francisco,CA,94131,1670,Studio,37.74037,-122.4375,,3000,http://www.zillow.com/homedetails/95-Ora-Way-UNIT-F103-San-Francisco-CA-94131/2100671945_zpid/,Diamond Heights
235,http://photos3.zillowstatic.com/p_f/ISl2wwzo3cw6xi1000000000.jpg,1666,Lombard,St,# C,San Francisco,CA,94123,2495,Studio,37.80081,-122.4289,,3000,http://www.zillow.com/homedetails/1666-Lombard-St-C-San-Francisco-CA-94123/2100771509_zpid/,Marina
237,http://photos1.zillowstatic.com/p_f/IS91ru1me0ff7g0000000000.jpg,1380,Filbert,St,APT 5,San Francisco,CA,94109,2595,Studio,37.79995,-122.4222,,3000,http://www.zillow.com/homedetails/1380-Filbert-St-APT-5-San-Francisco-CA-94109/2124239277_zpid/,Russian Hill
239,"http://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/37.765313,-122.394033/17?mapSize=150112,&key=AmdvKO2hNoyLePakiVzRBZiGPKCxV6MtwWneohoPfmXclTaRTzvT6_Ict5-PBHO6",876,Hampshire,St,,San Francisco,CA,94110,8400,4,37.75813,-122.4078,,1924,http://www.zillow.com/homedetails/876-Hampshire-St-San-Francisco-CA-94110/2100519585_zpid/,Mission
244,http://photos3.zillowstatic.com/p_f/ISxjlpc2b93hmx1000000000.jpg,981A,Pacific,Ave,,San Francisco,CA,94133,3800,2,37.79631,-122.4114,,1910,http://www.zillow.com/homedetails/981A-Pacific-Ave-San-Francisco-CA-94133/2100487209_zpid/,Nob Hill
246,http://photos1.zillowstatic.com/p_f/IS1r9w8bbt4yhy0000000000.jpg,347,Eddy,St,,San Francisco,CA,94102,1845,Studio,37.78356,-122.4133,,3000,http://www.zillow.com/homedetails/347-Eddy-St-San-Francisco-CA-94102/2115011528_zpid/,Tenderloin
248,"http://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/37.748780,-122.436070/17?mapSize=150112,&key=AmdvKO2hNoyLePakiVzRBZiGPKCxV6MtwWneohoPfmXclTaRTzvT6_Ict5-PBHO6",1209,Page,St,,San Francisco,CA,94117,2450,1,37.77143,-122.441,,3000,http://www.zillow.com/homedetails/1209-Page-St-San-Francisco-CA-94117/2119623740_zpid/,Haight-Ashbury
250,"http://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/37.734270,-122.395859/17?mapSize=150112,&key=AmdvKO2hNoyLePakiVzRBZiGPKCxV6MtwWneohoPfmXclTaRTzvT6_Ict5-PBHO6",1408,California,St,,San Francisco,CA,94109,4995,2,37.79118,-122.4177,,3000,http://www.zillow.com/homedetails/1408-California-St-San-Francisco-CA-94109/2103850175_zpid/,Nob Hill
254,http://photos3.zillowstatic.com/p_f/ISlmbiykod46rk1000000000.jpg,69,Clementina,St,UNIT 502,San Francisco,CA,94105,3345,1,37.786413,-122.396372,,2006,http://www.zillow.com/homedetails/69-Clementina-St-UNIT-502-San-Francisco-CA-94105/69819232_zpid/,South Beach
256,http://photos3.zillowstatic.com/p_f/ISxzxlm632v3mv1000000000.jpg,33,Vandewater,St,,San Francisco,CA,94133,4499,2,37.80513,-122.4126,,3000,http://www.zillow.com/homedetails/33-Vandewater-St-San-Francisco-CA-94133/2129058405_zpid/,North Beach
258,http://photos2.zillowstatic.com/p_f/ISdwpt1tmji68v0000000000.jpg,68,Harriet,St,,San Francisco,CA,94103,3790,1,37.77835,-122.4068,,3000,http://www.zillow.com/homedetails/68-Harriet-St-San-Francisco-CA-94103/2100545067_zpid/,South of Market
261,http://photos2.zillowstatic.com/p_f/IShjmlg2smebxh1000000000.jpg,690,Market,St,UNIT 2203,San Francisco,CA,94104,10000,2,37.788246,-122.403198,,2007,http://www.zillow.com/homedetails/690-Market-St-UNIT-2203-San-Francisco-CA-94104/89239645_zpid/,Financial District
263,http://photos2.zillowstatic.com/p_f/IS5idg5cw6580c0000000000.jpg,2131,34th,Ave,,San Francisco,CA,94116,3700,2,37.7473,-122.492442,,1940,http://www.zillow.com/homedetails/2131-34th-Ave-San-Francisco-CA-94116/15117307_zpid/,Parkside
265,http://photos2.zillowstatic.com/p_f/ISh75od0ezkkvd1000000000.jpg,171,Guerrero,St,,San Francisco,CA,94103,3595,1,37.76848,-122.4242,,1925,http://www.zillow.com/homedetails/171-Guerrero-St-San-Francisco-CA-94103/2100590702_zpid/,Mission
267,http://photos3.zillowstatic.com/p_f/IS52hke765uy2h1000000000.jpg,695,38th,Ave,APT 2,San Francisco,CA,94121,2900,1,37.77588,-122.4986,,1964,http://www.zillow.com/homedetails/695-38th-Ave-APT-2-San-Francisco-CA-94121/2101767201_zpid/,Outer Richmond
269,http://photos1.zillowstatic.com/p_f/ISxzht5idck0as0000000000.jpg,694,6th,Ave,,San Francisco,CA,94118,3200,2,37.7754,-122.464,,3000,http://www.zillow.com/homedetails/694-6th-Ave-San-Francisco-CA-94118/2100630747_zpid/,Inner Richmond
271,http://photos3.zillowstatic.com/p_f/ISlel05vhid8x91000000000.jpg,2373,Francisco,St,,San Francisco,CA,94123,6100,2,37.800528,-122.444177,,1929,http://www.zillow.com/homedetails/2373-Francisco-St-San-Francisco-CA-94123/15080095_zpid/,Marina
275,http://photos3.zillowstatic.com/p_f/ISxrnsuq5rehu21000000000.jpg,2129,Bay,St,,San Francisco,CA,94123,7500,3,37.8017,-122.4421,,3000,http://www.zillow.com/homedetails/2129-Bay-St-San-Francisco-CA-94123/2100499624_zpid/,Marina
278,http://photos2.zillowstatic.com/p_f/ISpdnsosxgh3qs1000000000.jpg,883,Fulton,St,,San Francisco,CA,94117,5400,2,37.7777,-122.4312,,1870,http://www.zillow.com/homedetails/883-Fulton-St-San-Francisco-CA-94117/2100632983_zpid/,Alamo Square
280,http://photos3.zillowstatic.com/p_f/ISxfudyw4k55bu1000000000.jpg,2933,Yorba,St,,San Francisco,CA,94116,4400,3,37.734426,-122.498255,,1953,http://www.zillow.com/homedetails/2933-Yorba-St-San-Francisco-CA-94116/15126276_zpid/,Outer Parkside
282,http://photos3.zillowstatic.com/p_f/ISxfe16q98f8eu0000000000.jpg,23,Palm,Ave,APT 3,San Francisco,CA,94118,4000,2,37.78529,-122.4584,,1906,http://www.zillow.com/homedetails/23-Palm-Ave-APT-3-San-Francisco-CA-94118/2100503699_zpid/,Jordan Park - Laurel Heights
284,http://photos2.zillowstatic.com/p_f/IStgchcabwsddp1000000000.jpg,501,Beale,St,,San Francisco,CA,94105,5799,2,37.78628,-122.3896,,2006,http://www.zillow.com/homedetails/501-Beale-St-San-Francisco-CA-94105/2105529391_zpid/,South Beach
286,http://photos1.zillowstatic.com/p_f/ISptzkvvnd5ryb1000000000.jpg,1651,Grant,Ave,,San Francisco,CA,94133,6300,3,37.80236,-122.408,,3000,http://www.zillow.com/homedetails/1651-Grant-Ave-San-Francisco-CA-94133/2100531534_zpid/,Telegraph Hill
288,http://photos3.zillowstatic.com/p_f/IShjakjaf3zm801000000000.jpg,263,19th,Ave,,San Francisco,CA,94121,3995,2,37.78299,-122.4788,,1917,http://www.zillow.com/homedetails/263-19th-Ave-San-Francisco-CA-94121/2101455467_zpid/,Central Richmond
290,http://photos2.zillowstatic.com/p_f/ISpd7k7d29hbc70000000000.jpg,626,Broderick,St,,San Francisco,CA,94117,3395,1,37.77602,-122.4397,,3000,http://www.zillow.com/homedetails/626-Broderick-St-San-Francisco-CA-94117/2120658668_zpid/,North Panhandle
292,http://photos2.zillowstatic.com/p_f/ISpd3hamf46kjn1000000000.jpg,507,Haight,St,,San Francisco,CA,94117,3500,1,37.77204,-122.4307,,3000,http://www.zillow.com/homedetails/507-Haight-St-APT-D-San-Francisco-CA-94117/2109171086_zpid/,Hayes Valley
294,http://photos2.zillowstatic.com/p_f/ISds2lg77y68kz0000000000.jpg,15,Harriet,St,,San Francisco,CA,94103,2880,1,37.779174,-122.407222,,1921,http://www.zillow.com/homedetails/15-17-Harriet-St-San-Francisco-CA-94103/15147455_zpid/,South of Market
297,http://photos2.zillowstatic.com/p_f/IStg0sso9uk0lf1000000000.jpg,1040,Divisadero,St,,San Francisco,CA,94115,4275,2,37.77913,-122.4386,,3000,http://www.zillow.com/homedetails/1040-Divisadero-St-San-Francisco-CA-94115/2100735274_zpid/,Western Addition
299,http://photos2.zillowstatic.com/p_f/IS5aj3xynivx6v1000000000.jpg,355,Laguna,St,,San Francisco,CA,94102,3500,Studio,37.77438,-122.426,,3000,http://www.zillow.com/homedetails/355-Laguna-St-San-Francisco-CA-94102/2100678297_zpid/,Hayes Valley
301,http://photos3.zillowstatic.com/p_f/IStw8dj3jwt1lb1000000000.jpg,2066,Mcallister,St,,San Francisco,CA,94118,7900,6,37.777103,-122.446048,,1900,http://www.zillow.com/homedetails/2064-2066-Mcallister-St-San-Francisco-CA-94118/15085164_zpid/,North Panhandle
303,http://photos2.zillowstatic.com/p_f/IShvb9ld95ewjg0000000000.jpg,6,Montague,Pl,,San Francisco,CA,94133,3550,1,37.800621,-122.404896,,1900,http://www.zillow.com/homedetails/6-Montague-Pl-San-Francisco-CA-94133/15065761_zpid/,Telegraph Hill
306,http://photos1.zillowstatic.com/p_f/IS176kpmxrhbk50000000000.jpg,189,Mount Vernon,Ave,,San Francisco,CA,94112,4000,4,37.716806,-122.445826,,1937,http://www.zillow.com/homedetails/189-Mount-Vernon-Ave-San-Francisco-CA-94112/15191587_zpid/,Outer Mission
308,http://photos2.zillowstatic.com/p_f/ISp12sgpz12kvx1000000000.jpg,2398,Broadway,St,# 2398,San Francisco,CA,94115,8000,3,37.79439,-122.4364,,1898,http://www.zillow.com/homedetails/2398-Broadway-St-2398-San-Francisco-CA-94115/2100920439_zpid/,Pacific Heights
311,http://photos1.zillowstatic.com/p_f/ISdwhz41l526tk1000000000.jpg,443,Cole,St,,San Francisco,CA,94117,6250,3,37.77095,-122.450805,,1900,http://www.zillow.com/homedetails/443-Cole-St-San-Francisco-CA-94117/59700229_zpid/,Haight-Ashbury
312,"http://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/37.742772,-122.482147/17?mapSize=150112,&key=AmdvKO2hNoyLePakiVzRBZiGPKCxV6MtwWneohoPfmXclTaRTzvT6_Ict5-PBHO6",55,Casa,Way,,San Francisco,CA,94123,3395,1,37.80542,-122.4391,,3000,http://www.zillow.com/homedetails/55-Casa-Way-San-Francisco-CA-94123/2100648665_zpid/,Marina
318,http://photos1.zillowstatic.com/p_f/ISlq6tylyrvvdl0000000000.jpg,335,23rd,Ave,APT 1,San Francisco,CA,94121,2400,1,37.78134,-122.4827,,3000,http://www.zillow.com/homedetails/335-23rd-Ave-APT-1-San-Francisco-CA-94121/2104967094_zpid/,Central Richmond
320,http://photos3.zillowstatic.com/p_f/ISl28y4fg6rucf1000000000.jpg,1400,Mission,St,,San Francisco,CA,94103,3414,2,37.77522,-122.4161,,2015,http://www.zillow.com/homedetails/1400-Mission-St-San-Francisco-CA-94103/2100594377_zpid/,South of Market
322,"http://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/37.762659,-122.435394/17?mapSize=150112,&key=AmdvKO2hNoyLePakiVzRBZiGPKCxV6MtwWneohoPfmXclTaRTzvT6_Ict5-PBHO6",574,3rd,St,,San Francisco,CA,94107,2495,1,37.78042,-122.3948,,3000,http://www.zillow.com/homedetails/574-3rd-St-San-Francisco-CA-94107/2104829587_zpid/,South of Market
325,http://photos3.zillowstatic.com/p_f/IShrkx60xbk1jg1000000000.jpg,1637,A Golden Gate,,,San Francisco,CA,94115,3499,1,37.7788,-122.437,,3000,http://www.zillow.com/homedetails/1637-A-Golden-Gate-San-Francisco-CA-94115/2100519610_zpid/,Alamo Square
326,"http://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/37.758440,-122.465940/17?mapSize=150112,&key=AmdvKO2hNoyLePakiVzRBZiGPKCxV6MtwWneohoPfmXclTaRTzvT6_Ict5-PBHO6",18,Lansing,St,,San Francisco,CA,94105,4650,1,37.78638,-122.3938,,1928,http://www.zillow.com/homedetails/18-Lansing-St-San-Francisco-CA-94105/2106368452_zpid/,South Beach
330,http://photos3.zillowstatic.com/p_f/ISxn4b57jxpmc20000000000.jpg,283,Cresta Vista,Dr,,San Francisco,CA,94127,5195,4,37.735618,-122.453705,,1962,http://www.zillow.com/homedetails/283-Cresta-Vista-Dr-San-Francisco-CA-94127/15135888_zpid/,Westwood Highlands
334,http://photos3.zillowstatic.com/p_f/IShf3knmq0e7v31000000000.jpg,3757,Webster,St,# 2ND,San Francisco,CA,94123,3895,1,37.80546,-122.4358,,3000,http://www.zillow.com/homedetails/3757-Webster-St-2ND-San-Francisco-CA-94123/2100938483_zpid/,Marina
